StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q14,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q38_1,Q39_1,Q40_1,Q54,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,Q53,id,RandomID
2023-10-12 14:28:43,2023-10-12 16:00:16,IP Address,148.88.245.167,100,5493,True,2023-10-12 16:00:17,R_cZ7MiSps5uXWSOJ,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,168,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,2,Average,Average,32000,375,Disagree,receive £100 for sure,lose £100 for sure,89,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Several days,4,3,6,1 day,7 days,7 days,5 days,5 days,2 days,0 days,83,379,955,18,445,iPhone,6,15,7,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,6,5,strongly agree,23,20,37,36,14,3,1,6,5,7,8,4,2,9,in imperial units alongside a metric equivalent?,,333960
2023-10-12 15:20:31,2023-10-12 16:00:45,IP Address,148.88.245.143,100,2413,True,2023-10-12 16:00:46,R_21ByRVkZaQirOHA,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,158,The oldest of my siblings,UK,"North East, England",GCSE grade A-C,9,A little above the average,Well above average,35000,750,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,25,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,10.2s,9.8s,16.4s,2 days,7 days,0 days,7 days,7 days,1 day,0 days,100,3000,200,,,iPhone,24,0,24,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,5,3,strongly agree,15,4,14,13,10,1,2,3,8,4,5,6,7,9,In imperial units?,,361733
2023-10-12 15:20:27,2023-10-12 16:07:28,IP Address,148.88.245.94,100,2820,True,2023-10-12 16:07:29,R_3eyvKVRNytylVMd,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,November,Female,168,A middle child (I had older and younger siblings),UK,"North East, England",GCSE grade A-C,17,Average,Well above average,30000,250,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,90,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5.1,2.85,6.6,3 days,7 days,7 days,7 days,7 days,2 days,0 days,146,931,1255,20,139,iPhone,7,15,7,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,2,9,strongly agree,55,30,60,20,6,9,2,5,8,1,3,6,4,7,in imperial units alongside a metric equivalent?,,459857
2023-10-12 15:59:05,2023-10-12 16:12:15,IP Address,148.88.245.27,100,790,True,2023-10-12 16:12:16,R_21oBqVRm945Fvzu,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Non-binary,159,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,15,Average,Average,30000,300,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,Nearly every day,More than half the days,More than half the days,Nearly every day,More than half the days,Nearly every day,7.89,7.29,9.65,0 days,0 days,0 days,0 days,0 days,7 days,2 days,,,,,,Android,3,15,,,2,15,...,...,...,...,...,8,1,3,strongly agree,40,21,29,42,15,4,2,5,6,7,8,3,1,9,in imperial units alongside a metric equivalent?,,727759
2023-10-12 16:05:53,2023-10-12 16:28:02,IP Address,148.88.245.113,100,1329,True,2023-10-12 16:28:04,R_1mFtb2X1rtjrHJ0,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,166,The youngest of my siblings,Asia,,,11,Average,A little below average,20000,350,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,7,6.6,9,0 days,3 days,0 days,7 days,6 days,3 days,0 days,,196,248,,,iPhone,6,15,6,15,,,...,...,..,Strongly disagree,Strongly disagree,6,0,7,strongly agree,71,30,55,35,15,8,1,7,5,9,2,6,3,4,in imperial units alongside a metric equivalent?,,482019
2023-10-12 12:32:46,2023-10-12 16:36:09,IP Address,148.88.245.184,100,14602,True,2023-10-12 16:36:10,R_2wtBkcfru1XVXWs,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,August,Male,185,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,9,Average,Average,21000,300,Strongly disagree,receive £100 for sure,lose £100 for sure,98,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,7,3,8,1 day,6 days,0 days,0 days,5 days,7 days,1 day,34,147,335,,,iPhone,5,0,5,30,,,...,...,...,Strongly disagree,,9,4,8,strongly agree,36,26,32,35,7,2,3,4,5,6,1,7,8,9,in imperial units alongside a metric equivalent?,,183066
2023-10-12 16:23:53,2023-10-12 16:37:55,IP Address,148.88.245.178,100,841,True,2023-10-12 16:37:56,R_3KBzcXXXZzYZ2gn,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,165,A middle child (I had older and younger siblings),UK,"South East, England (inc. London)",GCSE grade A-C,20,Average,Average,30000,250,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,90,Nearly every day,More than half the days,Nearly every day,Several days,Not at all,Not at all,Several days,8,3,9,7 days,7 days,0 days,7 days,7 days,0 days,0 days,157,399,756,,,iPhone,7,0,8,15,,,...,...,...,Strongly disagree,Strongly agree,7,5,8,strongly agree,79,31,52,22,15,,,,,,,,,,in imperial units alongside a metric equivalent?,,505454
2023-10-12 15:21:32,2023-10-12 17:27:33,IP Address,148.88.245.211,100,7560,True,2023-10-12 17:27:34,R_28Idmp9bpXtkKjj,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,170,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,A little below average,Average,24000,350,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,More than half the days,Several days,More than half the days,Several days,Several days,Nearly every day,Several days,5,5,6,0 days,4 days,0 days,6 days,7 days,2 days,0 days,,900,950,,,iPhone,4,30,6,0,,,..,..,..,Strongly disagree,...,6,7,9,strongly agree,60,25,37,30,5,2,1,5,8,4,3,7,6,9,In imperial units?,,571067
2023-10-12 17:29:46,2023-10-12 18:17:50,IP Address,148.88.245.114,100,2883,True,2023-10-12 18:17:51,R_3HjEGHDn68yRNzC,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,December,Female,167,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,10,Average,Well below average,30000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Not at all,Not at all,5.97,3.28,5.44,0 days,7 days,7 days,0 days,7 days,7 days,3 days,,62,402,4,110,Android,5,30,,,7,15,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,5,8,strongly agree,40,18,26,22,31,5,3,4,6,1,2,7,8,9,in imperial units alongside a metric equivalent?,,486587
2023-10-12 15:20:27,2023-10-12 18:55:28,IP Address,90.249.233.72,100,12900,True,2023-10-12 18:55:29,R_3G9EKoQupMEayd9,,,,,53.958,-1.0842,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,157,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,1,Average,Well below average,5500,180,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Nearly every day,Nearly every day,More than half the days,Nearly every day,Several days,Not at all,Several days,8,4,11,0 days,0 days,0 days,0 days,0 days,0 days,0 days,,,,,,iPhone,4,30,5,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,5,1,9,strongly agree,10,3,28,16,1,2,1,4,5,6,3,7,8,9,in imperial units alongside a metric equivalent?,,149934
2023-10-12 15:23:48,2023-10-12 19:44:11,IP Address,148.88.245.4,100,15622,True,2023-10-12 19:44:12,R_21u0xV3ARgXjeoy,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,168,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,2,Average,Average,25000,135,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,94,Nearly every day,More than half the days,Nearly every day,Several days,Not at all,More than half the days,Several days,6.50,2.86,11.03,0 days,4 days,0 days,7 days,5 days,1 day,0 days,,314,1033,,,iPhone,4,0,4,30,,,Strongly disagree,Strongly disagree,...,Strongly disagree,Strongly disagree,7,7,6,strongly agree,20,17,48,17,20,4,1,9,5,3,2,6,7,8,in imperial units alongside a metric equivalent?,,588010
2023-10-12 15:33:20,2023-10-12 20:15:20,IP Address,109.175.227.195,100,16919,True,2023-10-12 20:15:21,R_UGvlo4ovg7s3ZlL,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,173,The oldest of my siblings,Asia,,,3,A little above the average,A little above the average,5000,225,Strongly agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Several days,Several days,Several days,Not at all,Several days,Not at all,Not at all,9.15,5.17,10.18,0 days,0 days,0 days,7 days,1 day,1 day,0 days,,,,,,Android,15,30,,,22,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,8,6,9,strongly agree,62,42,54,30,31,5,1,2,6,3,4,7,8,9,in imperial units alongside a metric equivalent?,,810450
2023-10-12 15:28:26,2023-10-12 21:33:36,IP Address,148.88.245.253,100,21910,True,2023-10-12 21:33:37,R_u2m1RgujId82sbn,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,172,An only child,UK,"South East, England (inc. London)",GCSE grade A-C,2,A little below average,Average,30000,325,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,60,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,6.55,5.84,6.48,1 day,7 days,0 days,7 days,7 days,1 day,0 days,49,1218,708,,,iPhone,7,30,5,45,,,...,...,...,...,...,6,3,5,strongly disagreee,30,35,42,30,6,5,3,6,8,9,1,4,2,7,in imperial units alongside a metric equivalent?,,867878
2023-10-12 20:54:15,2023-10-12 21:38:44,IP Address,148.88.245.0,100,2669,True,2023-10-12 21:38:45,R_215mqYDf5tVWtJL,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Non-binary,168,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,3,A little below average,A little below average,25000,500,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,40,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,7.2,5.36,8.51,0 days,7 days,0 days,7 days,2 days,4 days,0 days,,196,285,,,Android,5,15,,,5,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,6,6,5,strongly agree,34,12,23,15,3,1,3,8,7,9,2,5,4,6,in imperial units alongside a metric equivalent?,,740721
2023-10-12 21:20:34,2023-10-12 21:42:19,IP Address,148.88.245.112,100,1305,True,2023-10-12 21:42:20,R_1KcDrTKjclH8xIe,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,156,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,11,Average,Average,30000,180,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,Several days,Several days,Several days,Not at all,Several days,Several days,6.33,4.25,8.45,0 days,3 days,0 days,0 days,7 days,3 days,0 days,,134,156,,,iPhone,4,30,5,0,,,Strongly agree,...,Strongly agree,...,Strongly agree,9,5,9,agree,30,39,50,60,5,1,2,4,5,6,3,7,8,9,in imperial units alongside a metric equivalent?,,941413
2023-10-12 21:53:45,2023-10-12 21:58:22,IP Address,148.88.245.128,100,277,True,2023-10-12 21:58:23,R_23emNct9J1E5rPD,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,167,The youngest of my siblings,UK,"North West, England",A-Level Grade A* / A,2,A little above the average,Average,25000,175,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Several days,Several days,Several days,Several days,Several days,More than half the days,Several days,4.22,3.27,4.57,0 days,7 days,7 days,7 days,7 days,4 days,0 days,,351,450,300,350,iPhone,5,15,4,30,,,..,..,..,..,..,4,3,6,strongly agree,40,17,27,29,14,1,5,4,8,7,2,6,3,9,In imperial units?,,351204
2023-10-12 14:33:46,2023-10-12 22:25:22,IP Address,148.88.245.221,100,28296,True,2023-10-12 22:25:23,R_29oWZZYojqdqezu,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,173,The oldest of my siblings,Europe (not UK),,,10,Average,Average,35000,500,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Several days,More than half the days,More than half the days,Nearly every day,Several days,Several days,Not at all,4,3,5,0 days,7 days,0 days,0 days,0 days,4 days,0 days,,85,138,,,Android,3,30,,,4,30,Strongly disagree,Strongly disagree,..,Strongly disagree,Strongly agree,1,7,6,strongly agree,50,20,29,19,5,9,5,2,6,1,3,7,8,4,in imperial units alongside a metric equivalent?,,781440
2023-10-13 00:22:12,2023-10-13 00:36:39,IP Address,148.88.245.201,100,867,True,2023-10-13 00:36:40,R_1hRp5X3abM4pyWx,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,157,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,20,A little above the average,A little above the average,30000,460,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,5.55s,7s,6.31s,0 days,7 days,2 days,7 days,7 days,7 days,0 days,,465,942,6,140,iPhone,5,15,6,45,,,...,...,...,...,...,5,0,6,strongly agree,40,30,30,22,19,6,1,2,3,9,4,7,5,8,in imperial units alongside a metric equivalent?,,617620
2023-10-12 22:29:03,2023-10-13 00:40:50,IP Address,148.88.245.122,100,7907,True,2023-10-13 00:40:51,R_0Bt1XzBCe2Ivyc9,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,167,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,3,Average,Average,40000,225,Strongly disagree,receive £100 for sure,lose £100 for sure,80,More than half the days,Several days,Several days,Nearly every day,Not at all,More than half the days,More than half the days,3.88,3.24,6.32,0 days,7 days,0 days,0 days,7 days,7 days,0 days,,217,257,,,iPhone,8,15,9,30,,,..,...,..,Strongly disagree,Strongly disagree,7,6,9,strongly agree,40,15,40,20,6,2,1,9,7,5,3,6,4,8,In imperial units?,,917956
2023-10-13 01:07:21,2023-10-13 01:29:56,IP Address,148.88.247.236,100,1354,True,2023-10-13 01:29:57,R_3EQ2zhmL7pJ0a1Y,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Prefer not to say,168,The oldest of my siblings,UK,"South East, England (inc. London)",A-Level Grade B / C,4,Average,Well below average,28000,130,Strongly disagree,receive £100 for sure,lose £100 for sure,99,,,,,,,,15,15,15,2 days,7 days,7 days,0 days,5 days,7 days,0 days,78,2540,490,9010,1415,iPhone,3,0,1,15,,,,,,,,,,,strongly agree,40,45,20,50,,,,,,,,,,,In imperial units?,,192557
2023-10-13 09:13:53,2023-10-13 09:26:51,IP Address,185.104.136.55,100,777,True,2023-10-13 09:26:52,R_1E5PMBIQefh4Ibj,,,,,51.5064,-0.02,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Male,172,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,8,A little above the average,Average,22000,195,Disagree,receive £100 for sure,lose £100 for sure,95,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,12,8,15,0 days,7 days,7 days,7 days,7 days,7 days,2 days,,868,1742,0,9,iPhone,7,30,7,15,,,...,..,...,..,..,8,5,7,strongly agree,39,25,34,15,7,8,1,4,5,6,3,2,7,9,in imperial units alongside a metric equivalent?,,729718
2023-10-13 11:24:03,2023-10-13 11:49:18,IP Address,148.88.245.240,100,1514,True,2023-10-13 11:49:19,R_00zdQMsEzDqWuKR,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,172,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,6,A little below average,Average,25000,300,Disagree,receive £100 for sure,lose £100 for sure,75,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Several days,More than half the days,7,5,9,0 days,5 days,0 days,7 days,7 days,5 days,0 days,,117,200,,,iPhone,3,45,3,0,,,...,...,...,...,...,5,2,6,strongly agree,40,82,50,17,3,3,1,4,5,6,2,7,8,9,in imperial units alongside a metric equivalent?,,750062
2023-10-13 11:56:40,2023-10-13 12:15:39,IP Address,148.88.245.134,100,1138,True,2023-10-13 12:15:40,R_3qUIWa8ouEO7u30,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,November,Female,167,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,7,Average,Average,40000,225,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Several days,Several days,Several days,Several days,Several days,Several days,Several days,7.4,5.1,9.3,0 days,7 days,0 days,0 days,0 days,2 days,0 days,,126,208,,,iPhone,9,15,8,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,3,3,7,strongly agree,30,19,45,45,10,5,1,2,7,3,4,8,6,9,in imperial units alongside a metric equivalent?,,650022
2023-10-13 12:03:33,2023-10-13 12:20:18,IP Address,148.88.245.115,100,1004,True,2023-10-13 12:20:18,R_3NVSP7P23i8yaWb,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,175,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,8,A little below average,A little above the average,30000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,3,6,1 day,7 days,5 days,7 days,7 days,7 days,0 days,2,707,652,3,55,iPhone,4,30,5,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,2,3,8,strongly agree,40,15,35,40,9,1,2,5,6,3,7,8,9,4,In imperial units?,,233592
2023-10-13 13:02:54,2023-10-13 13:31:09,IP Address,217.114.52.142,100,1694,True,2023-10-13 13:31:10,R_1Hcr7qSQbQYD7d4,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Male,194,The oldest of my siblings,UK,"North East, England",GCSE grade A-C,2,Average,A little above the average,24000,350,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,98,Several days,Several days,Not at all,Several days,Several days,More than half the days,Not at all,6.29,5.01,8.22,0 days,2 days,0 days,7 days,7 days,3 days,0 days,,63,161,,,iPhone,21,0,3,15,,,...,...,...,Strongly disagree,,2,2,1,strongly agree,43,10,20,10,5,6,1,8,4,7,2,3,9,5,in imperial units alongside a metric equivalent?,,423350
2023-10-12 15:21:44,2023-10-13 14:22:24,IP Address,148.88.245.42,100,82839,True,2023-10-13 14:22:25,R_2SGKfveCnTuqBJf,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,152,The oldest of my siblings,Asia,,,7,A little below average,A little above the average,35000,400,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Not at all,Not at all,More than half the days,Several days,Not at all,Several days,Several days,3.90,4.39,6.21,0 days,7 days,2 days,0 days,5 days,5 days,0 days,,969,1156,1,22,iPhone,4,45,5,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,8,8,strongly agree,65,34,55,34,20,4,5,6,7,8,9,1,2,3,in imperial units alongside a metric equivalent?,,363135
2023-10-13 05:06:19,2023-10-13 14:22:31,IP Address,148.88.245.134,100,33372,True,2023-10-13 14:22:32,R_2f1dM4ah6cgiec6,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,July,Female,172,A middle child (I had older and younger siblings),UK,"South West, England",A-Level Grade A* / A,9,Well above average,A little below average,50000,140,Strongly agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,98,More than half the days,More than half the days,More than half the days,Several days,Nearly every day,Several days,Several days,6.38,4.54,6.25,0 days,7 days,0 days,7 days,7 days,7 days,0 days,,21,56,,,iPhone,5,30,4,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,1,3,strongly agree,30,40,45,35,15,5,1,7,8,6,3,2,4,9,in imperial units alongside a metric equivalent?,,790220
2023-10-13 14:14:31,2023-10-13 14:34:06,IP Address,148.88.245.187,100,1174,True,2023-10-13 14:34:07,R_1FzVNtYhYBM2zqb,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,171,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,6,Average,A little above the average,15345.78,350,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,60,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,6.96,7.55,12.63,1 day,7 days,1 day,7 days,7 days,3 days,0 days,57,339,490,0,1,iPhone,6,15,5,30,,,..,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,5,1,3,strongly agree,42,25,47,30,26,,,,,,,,,,in imperial units alongside a metric equivalent?,,837074
2023-10-13 14:26:06,2023-10-13 14:44:39,IP Address,148.88.245.59,100,1112,True,2023-10-13 14:44:39,R_1hSw140jXbmwYGK,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Female,158,An only child,UK,"South West, England",GCSE grade A-C,6,A little below average,A little below average,27000,690,Strongly disagree,receive £100 for sure,lose £100 for sure,74,Nearly every day,Nearly every day,Nearly every day,More than half the days,More than half the days,Several days,Nearly every day,4.81 secs,3.19 secs,6.73 secs,3 days,7 days,0 days,7 days,7 days,5 days,2 days,30,684,2210,,,iPhone,6,30,6,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,6,3,strongly agree,23,14,31,19,7,7,2,3,5,6,1,4,8,9,in imperial units alongside a metric equivalent?,,229984
2023-10-13 14:02:30,2023-10-13 15:15:02,IP Address,148.88.245.215,100,4352,True,2023-10-13 15:15:03,R_3p9BAnVfHzP0D2w,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Male,178,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,20,Average,Average,29000,720,Disagree,receive £100 for sure,lose £100 for sure,88,Several days,Not at all,Several days,Several days,Several days,Not at all,Several days,5,4,7,6 days,7 days,0 days,0 days,1 day,1 day,0 days,126,348,519,,,Android,4,30,,,4,15,...,..,...,..,...,6,9,7,strongly agree,36,45,39,45,25,3,1,6,2,7,4,5,8,9,in imperial units alongside a metric equivalent?,,931213
2023-10-13 13:44:23,2023-10-13 15:17:56,IP Address,2.24.206.150,100,5612,True,2023-10-13 15:17:57,R_1rIKO3ns89BnNtm,,,,,54.2039,-2.8371,anonymous,EN,Yes,Yes,Yes,Yes,Yes,38,May,Male,178,A middle child (I had older and younger siblings),UK,"North West, England",Other (not listed),17,A little above the average,A little below average,36000,150,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,91,Nearly every day,Not at all,Nearly every day,Nearly every day,Not at all,Not at all,Not at all,7,6,10,0 days,0 days,0 days,0 days,0 days,7 days,0 days,,,,,,iPhone,2,30,4,0,,,Strongly disagree,Strongly disagree,...,...,,2,7,2,agree,35,15,30,20,5,2,8,9,5,1,3,7,4,6,in imperial units alongside a metric equivalent?,,862964
2023-10-13 10:52:47,2023-10-13 15:19:39,IP Address,148.88.245.18,100,16011,True,2023-10-13 15:19:40,R_1mlNnkKcOpkoUEy,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Male,180,An only child,UK,"North West, England",A-Level Grade B / C,14,A little above the average,Average,30000,500,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,60,Several days,Not at all,Several days,Several days,Not at all,Not at all,Not at all,4.6,3.4,5.6,0 days,7 days,7 days,0 days,3 days,7 days,5 days,,147,556,16,549,Android,5,0,,,4,45,...,..,..,Strongly disagree,Strongly disagree,8,6,8,strongly agree,65,25,60,35,5,4,1,5,6,7,2,8,3,9,in imperial units alongside a metric equivalent?,,285838
2023-10-13 15:18:07,2023-10-13 15:35:55,IP Address,148.88.245.210,100,1067,True,2023-10-13 15:35:56,R_22rBvZI4QYs4dm3,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,175,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,9,Average,A little above the average,30000,225,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Several days,Not at all,More than half the days,Several days,More than half the days,Not at all,Not at all,5.4,4.7,6.24,0 days,2 days,0 days,7 days,7 days,7 days,0 days,,213,455,,,iPhone,6,0,6,30,,,..,..,..,..,,5,1,6,strongly agree,50,25,45,35,20,3,1,4,2,5,6,7,8,9,in imperial units alongside a metric equivalent?,,274879
2023-10-13 15:19:34,2023-10-13 15:40:24,IP Address,151.231.194.129,100,1249,True,2023-10-13 15:40:25,R_1QGffowcDiVHc79,,,,,53.5972,-2.3013,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,August,Female,171,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,4,Average,A little below average,27000,320,Strongly disagree,receive £100 for sure,lose £100 for sure,90,Nearly every day,More than half the days,More than half the days,More than half the days,Nearly every day,Several days,Several days,3.45,2.9,5.2,0 days,7 days,0 days,7 days,7 days,3 days,0 days,,88,183,,,iPhone,4,0,7,45,,,..,...,...,..,...,8,5,8,strongly agree,72,40,28,24,20,4,1,9,3,5,2,6,7,8,in imperial units alongside a metric equivalent?,,486764
